accession	country	location	description	scientific_name	bio_material	culture_collection	specimen_voucher	sample_accession	study_accession	collected_by	collection_date
MF398036	""	""	Antherotoma naudinii isolate ANTHNAUD3 NADH dehydrogenase subunit F (ndhF) gene, partial cds; chloroplast.	Antherotoma naudinii	""	""	B. Wursten 2271(BR), BR-SIL-SP-8448,Zimbabwe, Chimanimanis	""	""	""	""
MF398041	""	""	Antherotoma senegambiensis isolate ANTHSENE60 NADH dehydrogenase subunit F (ndhF) gene, partial cds; chloroplast.	Antherotoma senegambiensis	""	""	B. Wursten 2269 (BR), BR-SIL-SP-8328,Zimbabwe	""	""	""	""
MF398051	""	""	Dissotidendron caloneurum isolate DISSCALO87 NADH dehydrogenase subunit F (ndhF) gene, partial cds; chloroplast.	Dissotidendron caloneurum	""	""	S. Ntore 119 (BR), BR0000017295017,Burundi	""	""	""	""
MF398059	""	""	Dissotidendron cordatum isolate DISSDERR163 NADH dehydrogenase subunit F (ndhF) gene, partial cds; chloroplast.	Dissotidendron cordatum	""	""	F. Malaisse, E. Semereab & G. Handjila533 (BR), BR0000017293129, DRC	""	""	""	""
MF398060	""	""	Dissotis falcipila isolate DISSFALC127 NADH dehydrogenase subunit F (ndhF) gene, partial cds; chloroplast.	Dissotis falcipila	""	""	J. Loveridge 859 (BR), BR0000013426262,Zambia, Lisombo	""	""	""	""
MF398061	""	""	Dissotis gilgiana isolate DISSGILG52 NADH dehydrogenase subunit F (ndhF) gene, partial cds; chloroplast.	Dissotis gilgiana	""	""	M. Schaijes 2005 (BR), BR0000017295055,DRC	""	""	""	""
MF398063	""	""	Dupineta hensii isolate DISSHENS57 NADH dehydrogenase subunit F (ndhF) gene, partial cds; chloroplast.	Dupineta hensii	""	""	E. Boyekoli 110 (BR), BR-SIL-SP-3226,DRC, Itindi	""	""	""	""
MF398064	""	""	Dupineta hensii isolate DISSHENS62 NADH dehydrogenase subunit F (ndhF) gene, partial cds; chloroplast.	Dupineta hensii	""	""	E. Boyekoli 595 (BR), BR-SIL-SP-3871,DRC, Bomane, Aruwimi river	""	""	""	""
MF398065	""	""	Dissotidendron johnstoniana isolate DISSJOHN85 NADH dehydrogenase subunit F (ndhF) gene, partial cds; chloroplast.	Dissotidendron johnstonianum	""	""	Richards M.H., 16681 (BR), Nyasaland	""	""	""	""
MF398079	""	""	Dissotis princeps isolate DISSPRIN6 NADH dehydrogenase subunit F (ndhF) gene, partial cds; chloroplast.	Dissotis princeps	""	""	B. Wursten 2256 (BR), BR-SIL-SP-8385,Zimbabwe, Chimanimanis	""	""	""	""
MF398080	""	""	Dissotis pulchra isolate DISSPULC2 NADH dehydrogenase subunit F (ndhF) gene, partial cds; chloroplast.	Dissotis pulchra	""	""	B. Wursten 2277 (BR), BR-SIL-SP-8445,Zimbabwe, Chimanimanis	""	""	""	""
MF398081	""	""	Dissotis romiana isolate DISSROMI45 NADH dehydrogenase subunit F (ndhF) gene, partial cds; chloroplast.	Dissotis romiana	""	""	M. Schaijes 2348 (BR), BR0000013426477,DRC, Oso de Nzilo	""	""	""	""
MF398083	""	""	Dissotis sizenandii isolate DISSSIZE137 NADH dehydrogenase subunit F (ndhF) gene, partial cds; chloroplast.	Dissotis sizenandii	""	""	S. Ntore 232 (BR), BR0000016153400, DRC	""	""	""	""
MF398088	""	""	Dissotis thollonii isolate DISSTHOLT44 NADH dehydrogenase subunit F (ndhF) gene, partial cds; chloroplast.	Dissotis thollonii	""	""	L. Devred 509 (BR), BR0000016908123,Congo	""	""	""	""
MF398092	""	""	Dissotis trothae isolate DISSTROT90 NADH dehydrogenase subunit F (ndhF) gene, partial cds; chloroplast.	Dissotis trothae	""	""	S. Ntore 142 (BR), BR0000016993273,Burundi	""	""	""	""
MF398096	""	""	Guyonia ciliata isolate GUYOCILI131 NADH dehydrogenase subunit F (ndhF) gene, partial cds; chloroplast.	Guyonia ciliata	""	""	C.C.H. Jongkind 11859 (BR),BR0000016915534, Liberia, Lofa	""	""	""	""
MF398098	""	""	Argyrella amplexicaulis isolate HETEAMPL54 NADH dehydrogenase subunit F (ndhF) gene, partial cds; chloroplast.	Argyrella amplexicaulis	""	""	G. Traore 29 (BR), BR0000016915527,Guinea, Nzerekore	""	""	""	""
MF398101	""	""	Guyonia arenaria isolate HETEAREN46 NADH dehydrogenase subunit F (ndhF) gene, partial cds; chloroplast.	Guyonia arenaria	""	""	J.C.M. Mbembo et al. 171 (BR),BR000000946821, Gabon, Ogooue-Maritime	""	""	""	""
MF398103	""	""	Argyrella canescens isolate HETECANE1 NADH dehydrogenase subunit F (ndhF) gene, partial cds; chloroplast.	Argyrella canescens	""	""	B. Wursten 2880 (BR), BR-SIL-SP-8409,Zimbabwe, Chimanimanis	""	""	""	""
MF398108	""	""	Anaheterotis pobeguinii isolate HETEPOBE132 NADH dehydrogenase subunit F (ndhF) gene, partial cds; chloroplast.	Anaheterotis pobeguinii	""	""	A.S. Goman 259 (BR), BR0000017294690,Guinea	""	""	""	""
MF398112	""	""	Heterotis prostrata isolate HETEROTU5 NADH dehydrogenase subunit F (ndhF) gene, partial cds; chloroplast.	Heterotis prostrata	""	""	cult. Botanic Garden Meise (BR),BR19851681	""	""	""	""
MF398113	""	""	Melastomastrum afzelii isolate MELAAFZE155 NADH dehydrogenase subunit F (ndhF) gene, partial cds; chloroplast.	Melastomastrum afzelii	""	""	C.C.H. Jongkind 10424 (BR),BR0000013189273, Guinea	""	""	""	""
MF398116	""	""	Melastomastrum segregatum isolate MELASEGR135 NADH dehydrogenase subunit F (ndhF) gene, partial cds; chloroplast.	Melastomastrum segregatum	""	""	F.J. Breteler 13067 (BR),BR0000007000271, Gabon	""	""	""	""
MF398118	""	""	Melastomastrum theifolium isolate MELATHEI83 NADH dehydrogenase subunit F (ndhF) gene, partial cds; chloroplast.	Melastomastrum theifolium	""	""	G.F. De Wilde 7304 (BR),BR0000016884199, Cameroon, NW	""	""	""	""
MF398120	""	""	Osbeckia decandra isolate OSBEDECA124 NADH dehydrogenase subunit F (ndhF) gene, partial cds; chloroplast.	Osbeckia decandra	""	""	Bidault et al. 153 (BR),BR0000016974180, Guinea	""	""	""	""
MF398121	""	""	Osbeckia decandra isolate OSBEDECA125 NADH dehydrogenase subunit F (ndhF) gene, partial cds; chloroplast.	Osbeckia decandra	""	""	J.G. Adam 28699 (BR), BR0000016974197,Liberia	""	""	""	""
MF398122	""	""	Melastomastrum porteresii isolate OSBEPORT129 NADH dehydrogenase subunit F (ndhF) gene, partial cds; chloroplast.	Melastomastrum porteresii	""	""	G. Traore 48 (BR), BR0000016974258,Guinea	""	""	""	""
MF398124	""	""	Osbeckia togoensis isolate OSBETOGO130 NADH dehydrogenase subunit F (ndhF) gene, partial cds; chloroplast.	Osbeckia togoensis	""	""	Akoeginou et al. 4268 (BR),BR0000016974401, Benin	""	""	""	""
MF398125	""	""	Pseudosbeckia swynnertonii isolate PSEUSWYN4 NADH dehydrogenase subunit F (ndhF) gene, partial cds; chloroplast.	Pseudosbeckia swynnertonii	""	""	B. Wursten 2235 (BR), BR-SIL-SP-8403,Mozambique, Chimanimanis	""	""	""	""
MF398126	""	""	Tristemma akeassii isolate TRISAKEA147 NADH dehydrogenase subunit F (ndhF) gene, partial cds; chloroplast.	Tristemma akeassii	""	""	C.C.H Jongkind 10696 (BR),BR000001697668, Guinea	""	""	""	""
MF398127	""	""	Tristemma albiflorum isolate TRISALBI158 NADH dehydrogenase subunit F (ndhF) gene, partial cds; chloroplast.	Tristemma albiflorum	""	""	C.C.H. Jongkind 10355 (BR),BR0000016975804, Guinea	""	""	""	""
MF398128	""	""	Tristemma sp. Breteler et al. 15253 isolate TRISDEMEP146 NADH dehydrogenase subunit F (ndhF) gene, partial cds; chloroplast.	Tristemma sp. Breteler et al. 15253	""	""	F.J. Breteler et al. 15253 (BR),BR0000016975965, Gabon	""	""	""	""
MF398130	""	""	Tristemma involucratum isolate TRISINVO154 NADH dehydrogenase subunit F (ndhF) gene, partial cds; chloroplast.	Tristemma involucratum	""	""	C.C.H. Jongkind 12379 (BR),BR0000016976337, Liberia	""	""	""	""
MF398131	""	""	Tristemma oreophilum isolate TRISOREO153 NADH dehydrogenase subunit F (ndhF) gene, partial cds; chloroplast.	Tristemma oreophilum	""	""	F.J. Breteler 14156 (BR),BR0000017420655, Gabon	""	""	""	""
MF398132	""	""	Tristemma vestitum isolate TRISVEST157 NADH dehydrogenase subunit F (ndhF) gene, partial cds; chloroplast.	Tristemma vestitum	""	""	Champulvier 6169 (BR), Gabon	""	""	""	""
MF567405	""	""	Impatiens psychadelphoides voucher Crouch s.n. (BR) atpB-rbcL intergenic spacer, partial sequence; chloroplast.	Impatiens psychadelphoides	""	""	Crouch s.n. (BR)	""	""	""	""
MF567435	""	""	UNVERIFIED: Impatiens psychadelphoides voucher Crouch s.n. (BR) DEF1-like gene, partial sequence.	Impatiens psychadelphoides	""	""	Crouch s.n. (BR)	""	""	""	""
MF567462	""	""	UNVERIFIED: Impatiens psychadelphoides voucher Crouch s.n. (BR) DEF2-like gene, partial sequence.	Impatiens psychadelphoides	""	""	Crouch s.n. (BR)	""	""	""	""
MF670387	""	""	Chlamydocardia subrhomboidea voucher Leeuwenberg 9141 (BR) trnS-trnG intergenic spacer, partial sequence; chloroplast.	Chlamydocardia subrhomboidea	""	""	Leeuwenberg 9141 (BR)	""	""	""	""
MF670428	""	""	Chlamydocardia subrhomboidea voucher Leeuwenberg 9141 (BR) rpL32-ndhF intergenic spacer, partial sequence; ribosomal protein L32 (rpL32) gene, complete cds; and trnL-rpL32F intergenic spacer, partial sequence; chloroplast.	Chlamydocardia subrhomboidea	""	""	Leeuwenberg 9141 (BR)	""	""	""	""
MF673905	""	""	Impatiens wuerstenii voucher Ballings 1712 (BR) deficiens 2 (DEF2) gene, partial cds.	Impatiens wuerstenii	""	""	Ballings 1712 (BR)	""	""	""	""
MF673906	""	""	Impatiens wuerstenii voucher Ballings 1713A (BR) deficiens 2 (DEF2) gene, partial cds.	Impatiens wuerstenii	""	""	Ballings 1713A (BR)	""	""	""	""
MF673907	""	""	Impatiens wuerstenii voucher Ballings 1713B (BR) deficiens 2 (DEF2) gene, partial cds.	Impatiens wuerstenii	""	""	Ballings 1713B (BR)	""	""	""	""
MF673908	""	""	Impatiens wuerstenii voucher Ballings 1714B (BR) deficiens 2 (DEF2) gene, partial cds.	Impatiens wuerstenii	""	""	Ballings 1714B (BR)	""	""	""	""
MF673909	""	""	Impatiens wuerstenii voucher Ballings 1714C (BR) deficiens 2 (DEF2) gene, partial cds.	Impatiens wuerstenii	""	""	Ballings 1714C (BR)	""	""	""	""
MF673910	""	""	Impatiens wuerstenii voucher Ballings 1715A (BR) deficiens 2 (DEF2) gene, partial cds.	Impatiens wuerstenii	""	""	Ballings 1715A (BR)	""	""	""	""
MF673911	""	""	Impatiens wuerstenii voucher Ballings 1715C (BR) deficiens 2 (DEF2) gene, partial cds.	Impatiens wuerstenii	""	""	Ballings 1715C (BR)	""	""	""	""
MF673912	""	""	Impatiens wuerstenii voucher Ballings 1716A (BR) deficiens 2 (DEF2) gene, partial cds.	Impatiens wuerstenii	""	""	Ballings 1716A (BR)	""	""	""	""
MF673913	""	""	Impatiens wuerstenii voucher Ballings 1716B (BR) deficiens 2 (DEF2) gene, partial cds.	Impatiens wuerstenii	""	""	Ballings 1716B (BR)	""	""	""	""
MF673914	""	""	Impatiens wuerstenii voucher Ballings 1716C (BR) deficiens 2 (DEF2) gene, partial cds.	Impatiens wuerstenii	""	""	Ballings 1716C (BR)	""	""	""	""
MF673915	""	""	Impatiens hydrogetonoides voucher Burrows s.n. (BR) deficiens 2 (DEF2) gene, partial cds.	Impatiens hydrogetonoides	""	""	Burrows s.n. (BR)	""	""	""	""
MF673916	""	""	Impatiens cecilii voucher Ray Morgan s.n. (BR) deficiens 2 (DEF2) gene, partial cds.	Impatiens cecilii	""	""	Ray Morgan s.n. (BR)	""	""	""	""
MF673917	""	""	Impatiens salpinx voucher Burrows s.n. (BR) deficiens 2 (DEF2) gene, partial cds.	Impatiens salpinx	""	""	Burrows s.n. (BR)	""	""	""	""
MF673918	""	""	Impatiens zombensis voucher Burrows s.n. (BR) deficiens 2 (DEF2) gene, partial cds.	Impatiens zombensis	""	""	Burrows s.n. (BR)	""	""	""	""
MF673919	""	""	Impatiens wuerstenii voucher Ballings 1712 (BR) deficiens 1 (DEF1) gene, partial cds.	Impatiens wuerstenii	""	""	Ballings 1712 (BR)	""	""	""	""
MF673920	""	""	Impatiens wuerstenii voucher Ballings 1713A (BR) deficiens 1 (DEF1) gene, partial cds.	Impatiens wuerstenii	""	""	Ballings 1713A (BR)	""	""	""	""
MF673921	""	""	Impatiens wuerstenii voucher Ballings 1714B (BR) deficiens 1 (DEF1) gene, partial cds.	Impatiens wuerstenii	""	""	Ballings 1714B (BR)	""	""	""	""
MF673922	""	""	Impatiens wuerstenii voucher Ballings 1714C (BR) deficiens 1 (DEF1) gene, partial cds.	Impatiens wuerstenii	""	""	Ballings 1714C (BR)	""	""	""	""
MF673923	""	""	Impatiens wuerstenii voucher Ballings 1715A (BR) deficiens 1 (DEF1) gene, partial cds.	Impatiens wuerstenii	""	""	Ballings 1715A (BR)	""	""	""	""
MF673924	""	""	Impatiens wuerstenii voucher Ballings 1715C (BR) deficiens 1 (DEF1) gene, partial cds.	Impatiens wuerstenii	""	""	Ballings 1715C (BR)	""	""	""	""
MF673925	""	""	Impatiens wuerstenii voucher Ballings 1716A (BR) deficiens 1 (DEF1) gene, partial cds.	Impatiens wuerstenii	""	""	Ballings 1716A (BR)	""	""	""	""
MF673926	""	""	Impatiens wuerstenii voucher Ballings 1716B (BR) deficiens 1 (DEF1) gene, partial cds.	Impatiens wuerstenii	""	""	Ballings 1716B (BR)	""	""	""	""
MF673927	""	""	Impatiens wuerstenii voucher Ballings 1716C (BR) deficiens 1 (DEF1) gene, partial cds.	Impatiens wuerstenii	""	""	Ballings 1716C (BR)	""	""	""	""
MF673928	""	""	Impatiens hydrogetonoides voucher Burrows s.n. (BR) deficiens 1 (DEF1) gene, partial cds.	Impatiens hydrogetonoides	""	""	Burrows s.n. (BR)	""	""	""	""
MF673929	""	""	Impatiens cecilii voucher Ray Morgan s.n. (BR) deficiens 1 (DEF1) gene, partial cds.	Impatiens cecilii	""	""	Ray Morgan s.n. (BR)	""	""	""	""
MF673930	""	""	Impatiens salpinx voucher Burrows s.n. (BR) deficiens 1 (DEF1) gene, partial cds.	Impatiens salpinx	""	""	Burrows s.n. (BR)	""	""	""	""
MF673931	""	""	Impatiens zombensis voucher Burrows s.n. (BR) deficiens 1 (DEF1) gene, partial cds.	Impatiens zombensis	""	""	Burrows s.n. (BR)	""	""	""	""
MF673932	""	""	Impatiens wuerstenii voucher Ballings 1712 (BR) atpB-rbcL intergenic spacer, partial sequence; chloroplast.	Impatiens wuerstenii	""	""	Ballings 1712 (BR)	""	""	""	""
MF673933	""	""	Impatiens wuerstenii voucher Ballings 1713A (BR) atpB-rbcL intergenic spacer, partial sequence; chloroplast.	Impatiens wuerstenii	""	""	Ballings 1713A (BR)	""	""	""	""
MF673934	""	""	Impatiens wuerstenii voucher Ballings 1713B (BR) atpB-rbcL intergenic spacer, partial sequence; chloroplast.	Impatiens wuerstenii	""	""	Ballings 1713B (BR)	""	""	""	""
MF673935	""	""	Impatiens wuerstenii voucher Ballings 1714B (BR) atpB-rbcL intergenic spacer, partial sequence; chloroplast.	Impatiens wuerstenii	""	""	Ballings 1714B (BR)	""	""	""	""
MF673936	""	""	Impatiens wuerstenii voucher Ballings 1714C (BR) atpB-rbcL intergenic spacer, partial sequence; chloroplast.	Impatiens wuerstenii	""	""	Ballings 1714C (BR)	""	""	""	""
MF673937	""	""	Impatiens wuerstenii voucher Ballings 1715A (BR) atpB-rbcL intergenic spacer, partial sequence; chloroplast.	Impatiens wuerstenii	""	""	Ballings 1715A (BR)	""	""	""	""
MF673938	""	""	Impatiens wuerstenii voucher Ballings 1715C (BR) atpB-rbcL intergenic spacer, partial sequence; chloroplast.	Impatiens wuerstenii	""	""	Ballings 1715C (BR)	""	""	""	""
MF673939	""	""	Impatiens wuerstenii voucher Ballings 1716A (BR) atpB-rbcL intergenic spacer, partial sequence; chloroplast.	Impatiens wuerstenii	""	""	Ballings 1716A (BR)	""	""	""	""
MF673940	""	""	Impatiens wuerstenii voucher Ballings 1716B (BR) atpB-rbcL intergenic spacer, partial sequence; chloroplast.	Impatiens wuerstenii	""	""	Ballings 1716B (BR)	""	""	""	""
MF673941	""	""	Impatiens wuerstenii voucher Ballings 1716C (BR) atpB-rbcL intergenic spacer, partial sequence; chloroplast.	Impatiens wuerstenii	""	""	Ballings 1716C (BR)	""	""	""	""
MF673942	""	""	Impatiens hydrogetonoides voucher Burrows s.n. (BR) atpB-rbcL intergenic spacer, partial sequence; chloroplast.	Impatiens hydrogetonoides	""	""	Burrows s.n. (BR)	""	""	""	""
MF673943	""	""	Impatiens cecilii voucher Ray Morgan s.n. (BR) atpB-rbcL intergenic spacer, partial sequence; chloroplast.	Impatiens cecilii	""	""	Ray Morgan s.n. (BR)	""	""	""	""
MF673944	""	""	Impatiens salpinx voucher Burrows s.n. (BR) atpB-rbcL intergenic spacer, partial sequence; chloroplast.	Impatiens salpinx	""	""	Burrows s.n. (BR)	""	""	""	""
MF678385	""	""	Chlamydocardia subrhomboidea voucher Leeuwenberg 9141 (BR) ribosomal protein S16 (rps16) gene, intron; chloroplast.	Chlamydocardia subrhomboidea	""	""	Leeuwenberg 9141 (BR)	""	""	""	""
MF768306	""	""	Chlamydocardia subrhomboidea voucher Leeuwenberg 9141 (BR) trnT-trnL intergenic spacer, partial sequence; chloroplast.	Chlamydocardia subrhomboidea	""	""	Leeuwenberg 9141 (BR)	""	""	""	""
MF768365	""	""	Chlamydocardia subrhomboidea voucher Leeuwenberg 9141 (BR) trnL-trnF intergenic spacer, partial sequence; chloroplast.	Chlamydocardia subrhomboidea	""	""	Leeuwenberg 9141 (BR)	""	""	""	""
MF768412	""	""	Chlamydocardia subrhomboidea voucher Leeuwenberg 9141 (BR) internal transcribed spacer 1, partial sequence; 5.8S ribosomal RNA gene, complete sequence; and internal transcribed spacer 2, partial sequence.	Chlamydocardia subrhomboidea	""	""	Leeuwenberg 9141 (BR)	""	""	""	""
MF893002	""	""	Henssenia glaucella voucher Ertz 20673 (BR) large subunit ribosomal RNA gene, partial sequence.	Henssenia glaucella	""	""	Ertz 20673 (BR)	""	""	""	""
MF893003	""	""	Henssenia glaucella voucher Ertz 20865 (BR) large subunit ribosomal RNA gene, partial sequence.	Henssenia glaucella	""	""	Ertz 20865 (BR)	""	""	""	""
MF893004	""	""	Henssenia glaucella voucher Ertz 21005 (BR) large subunit ribosomal RNA gene, partial sequence.	Henssenia glaucella	""	""	Ertz 21005 (BR)	""	""	""	""
MF893005	""	""	Henssenia glaucella voucher Ertz 21000 (BR) large subunit ribosomal RNA gene, partial sequence.	Henssenia glaucella	""	""	Ertz 21000 (BR)	""	""	""	""
MF893006	""	""	Henssenia glaucella voucher Ertz 20962 (BR) large subunit ribosomal RNA gene, partial sequence.	Henssenia glaucella	""	""	Ertz 20962 (BR)	""	""	""	""
MF893007	""	""	Henssenia subglaucella voucher Ertz 20556 (BR) large subunit ribosomal RNA gene, partial sequence.	Henssenia subglaucella	""	""	Ertz 20556 (BR)	""	""	""	""
MF893008	""	""	Henssenia subglaucella voucher Ertz 20866 (BR) large subunit ribosomal RNA gene, partial sequence.	Henssenia subglaucella	""	""	Ertz 20866 (BR)	""	""	""	""
MF893009	""	""	Henssenia subglaucella voucher Ertz 20817 (BR) large subunit ribosomal RNA gene, partial sequence.	Henssenia subglaucella	""	""	Ertz 20817 (BR)	""	""	""	""
MF893011	""	""	Henssenia werthii voucher Ertz 18930 (BR) large subunit ribosomal RNA gene, partial sequence.	Henssenia werthii	""	""	Ertz 18930 (BR)	""	""	""	""
MF893012	""	""	Henssenia werthii voucher Ertz 18977 (BR) large subunit ribosomal RNA gene, partial sequence.	Henssenia werthii	""	""	Ertz 18977 (BR)	""	""	""	""
MF893013	""	""	Henssenia werthii voucher Ertz 21027 (BR) large subunit ribosomal RNA gene, partial sequence.	Henssenia werthii	""	""	Ertz 21027 (BR)	""	""	""	""
MF893014	""	""	Henssenia werthii voucher Ertz 21009 (BR) large subunit ribosomal RNA gene, partial sequence.	Henssenia werthii	""	""	Ertz 21009 (BR)	""	""	""	""
MF893016	""	""	Steinera isidiata voucher Ertz 20689 (BR) large subunit ribosomal RNA gene, partial sequence.	Steinera isidiata	""	""	Ertz 20689 (BR)	""	""	""	""
MF893017	""	""	Steinera isidiata voucher Ertz 20713 (BR) large subunit ribosomal RNA gene, partial sequence.	Steinera isidiata	""	""	Ertz 20713 (BR)	""	""	""	""
MF893018	""	""	Steinera isidiata voucher Ertz 20869 (BR) large subunit ribosomal RNA gene, partial sequence.	Steinera isidiata	""	""	Ertz 20869 (BR)	""	""	""	""
MF893019	""	""	Steinera isidiata voucher Ertz 20816 (BR) large subunit ribosomal RNA gene, partial sequence.	Steinera isidiata	""	""	Ertz 20816 (BR)	""	""	""	""
MF893020	""	""	Steinera isidiata voucher Ertz 18958 (BR) large subunit ribosomal RNA gene, partial sequence.	Steinera isidiata	""	""	Ertz 18958 (BR)	""	""	""	""
MF893021	""	""	Steinera latispora voucher Ertz 20591 (BR) large subunit ribosomal RNA gene, partial sequence.	Steinera latispora	""	""	Ertz 20591 (BR)	""	""	""	""
MF893022	""	""	Steinera lebouvieri voucher Ertz 20826 (BR) large subunit ribosomal RNA gene, partial sequence.	Steinera lebouvieri	""	""	Ertz 20826 (BR)	""	""	""	""
MF893023	""	""	Steinera lebouvieri voucher Ertz 20996 (BR) large subunit ribosomal RNA gene, partial sequence.	Steinera lebouvieri	""	""	Ertz 20996 (BR)	""	""	""	""
MF893024	""	""	Steinera lebouvieri voucher Ertz 20867 (BR) large subunit ribosomal RNA gene, partial sequence.	Steinera lebouvieri	""	""	Ertz 20867 (BR)	""	""	""	""
MF893025	""	""	Steinera membranacea voucher Ertz 18806 (BR) large subunit ribosomal RNA gene, partial sequence.	Steinera membranacea	""	""	Ertz 18806 (BR)	""	""	""	""
MF893026	""	""	Steinera membranacea voucher Ertz 19126 (BR) large subunit ribosomal RNA gene, partial sequence.	Steinera membranacea	""	""	Ertz 19126 (BR)	""	""	""	""
MF893027	""	""	Steinera molybdoplaca voucher Ertz 18972 (BR) large subunit ribosomal RNA gene, partial sequence.	Steinera molybdoplaca	""	""	Ertz 18972 (BR)	""	""	""	""
MF893028	""	""	Steinera molybdoplaca voucher Ertz 20567 (BR) large subunit ribosomal RNA gene, partial sequence.	Steinera molybdoplaca	""	""	Ertz 20567 (BR)	""	""	""	""
MF893029	""	""	Steinera molybdoplaca voucher Ertz 21001 (BR) large subunit ribosomal RNA gene, partial sequence.	Steinera molybdoplaca	""	""	Ertz 21001 (BR)	""	""	""	""
MF893030	""	""	Steinera molybdoplaca voucher Ertz 20836 (BR) large subunit ribosomal RNA gene, partial sequence.	Steinera molybdoplaca	""	""	Ertz 20836 (BR)	""	""	""	""
MF893031	""	""	Steinera molybdoplaca voucher Ertz 18924 (BR) large subunit ribosomal RNA gene, partial sequence.	Steinera molybdoplaca	""	""	Ertz 18924 (BR)	""	""	""	""
MF893032	""	""	Steinera molybdoplaca voucher Ertz 18651 (BR) large subunit ribosomal RNA gene, partial sequence.	Steinera molybdoplaca	""	""	Ertz 18651 (BR)	""	""	""	""
MF893033	""	""	Steinera molybdoplaca voucher Ertz 20862 (BR) large subunit ribosomal RNA gene, partial sequence.	Steinera molybdoplaca	""	""	Ertz 20862 (BR)	""	""	""	""
MF893034	""	""	Steinera molybdoplaca voucher Ertz 20821 (BR) large subunit ribosomal RNA gene, partial sequence.	Steinera molybdoplaca	""	""	Ertz 20821 (BR)	""	""	""	""
MF893035	""	""	Steinera molybdoplaca voucher Ertz 18868 (BR) large subunit ribosomal RNA gene, partial sequence.	Steinera molybdoplaca	""	""	Ertz 18868 (BR)	""	""	""	""
MF893036	""	""	Steinera molybdoplaca voucher Ertz 20995 (BR) large subunit ribosomal RNA gene, partial sequence.	Steinera molybdoplaca	""	""	Ertz 20995 (BR)	""	""	""	""
MF893037	""	""	Steinera pannarioides voucher Ertz 18982 (BR) large subunit ribosomal RNA gene, partial sequence.	Steinera pannarioides	""	""	Ertz 18982 (BR)	""	""	""	""
MF893038	""	""	Steinera pannarioides voucher Ertz 19096 (BR) large subunit ribosomal RNA gene, partial sequence.	Steinera pannarioides	""	""	Ertz 19096 (BR)	""	""	""	""
MF893039	""	""	Steinera pannarioides voucher Ertz 20687 (BR) large subunit ribosomal RNA gene, partial sequence.	Steinera pannarioides	""	""	Ertz 20687 (BR)	""	""	""	""
MF893040	""	""	Steinera pannarioides voucher Ertz 20829 (BR) large subunit ribosomal RNA gene, partial sequence.	Steinera pannarioides	""	""	Ertz 20829 (BR)	""	""	""	""
MF893042	""	""	Henssenia glaucella voucher Ertz 20673 (BR) small subunit ribosomal RNA gene, partial sequence; mitochondrial.	Henssenia glaucella	""	""	Ertz 20673 (BR)	""	""	""	""
MF893043	""	""	Henssenia glaucella voucher Ertz 20865 (BR) small subunit ribosomal RNA gene, partial sequence; mitochondrial.	Henssenia glaucella	""	""	Ertz 20865 (BR)	""	""	""	""
MF893044	""	""	Henssenia glaucella voucher Ertz 21005 (BR) small subunit ribosomal RNA gene, partial sequence; mitochondrial.	Henssenia glaucella	""	""	Ertz 21005 (BR)	""	""	""	""
MF893045	""	""	Henssenia glaucella voucher Ertz 21000 (BR) small subunit ribosomal RNA gene, partial sequence; mitochondrial.	Henssenia glaucella	""	""	Ertz 21000 (BR)	""	""	""	""
MF893046	""	""	Henssenia glaucella voucher Ertz 20962 (BR) small subunit ribosomal RNA gene, partial sequence; mitochondrial.	Henssenia glaucella	""	""	Ertz 20962 (BR)	""	""	""	""
MF893047	""	""	Henssenia subglaucella voucher Ertz 20556 (BR) small subunit ribosomal RNA gene, partial sequence; mitochondrial.	Henssenia subglaucella	""	""	Ertz 20556 (BR)	""	""	""	""
MF893048	""	""	Henssenia subglaucella voucher Ertz 20866 (BR) small subunit ribosomal RNA gene, partial sequence; mitochondrial.	Henssenia subglaucella	""	""	Ertz 20866 (BR)	""	""	""	""
MF893049	""	""	Henssenia subglaucella voucher Ertz 20817 (BR) small subunit ribosomal RNA gene, partial sequence; mitochondrial.	Henssenia subglaucella	""	""	Ertz 20817 (BR)	""	""	""	""
MF893051	""	""	Henssenia werthii voucher Ertz 18930 (BR) small subunit ribosomal RNA gene, partial sequence; mitochondrial.	Henssenia werthii	""	""	Ertz 18930 (BR)	""	""	""	""
MF893052	""	""	Henssenia werthii voucher Ertz 18977 (BR) small subunit ribosomal RNA gene, partial sequence; mitochondrial.	Henssenia werthii	""	""	Ertz 18977 (BR)	""	""	""	""
MF893053	""	""	Henssenia werthii voucher Ertz 21027 (BR) small subunit ribosomal RNA gene, partial sequence; mitochondrial.	Henssenia werthii	""	""	Ertz 21027 (BR)	""	""	""	""
MF893054	""	""	Henssenia werthii voucher Ertz 21009 (BR) small subunit ribosomal RNA gene, partial sequence; mitochondrial.	Henssenia werthii	""	""	Ertz 21009 (BR)	""	""	""	""
MF893056	""	""	Steinera isidiata voucher Ertz 20689 (BR) small subunit ribosomal RNA gene, partial sequence; mitochondrial.	Steinera isidiata	""	""	Ertz 20689 (BR)	""	""	""	""
MF893057	""	""	Steinera isidiata voucher Ertz 20713 (BR) small subunit ribosomal RNA gene, partial sequence; mitochondrial.	Steinera isidiata	""	""	Ertz 20713 (BR)	""	""	""	""
