accession	country	location	description	scientific_name	bio_material	culture_collection	specimen_voucher	sample_accession	study_accession	collected_by	collection_date
GQ409429	""	""	Sarcophaga fertoni voucher RMBR:103731 cytochrome b (cytb) gene, partial cds; mitochondrial.	Sarcophaga fertoni	""	""	RMBR:103731	""	""	""	""
GQ409430	""	""	Sarcophaga forma voucher RMBR:103732 cytochrome b (cytb) gene, partial cds; mitochondrial.	Sarcophaga forma	""	""	RMBR:103732	""	""	""	""
GQ409431	""	""	Sarcophaga marshalli voucher RMBR:103734 cytochrome b (cytb) gene, partial cds; mitochondrial.	Sarcophaga marshalli	""	""	RMBR:103734	""	""	""	""
GQ409432	""	""	Sarcophaga omikron voucher RMBR:103736 cytochrome b (cytb) gene, partial cds; mitochondrial.	Sarcophaga omikron	""	""	RMBR:103736	""	""	""	""
GQ409433	""	""	Sarcophaga triplasia voucher RMBR:103741 cytochrome b (cytb) gene, partial cds; mitochondrial.	Sarcophaga triplasia	""	""	RMBR:103741	""	""	""	""
GQ409434	""	""	Sarcophila meridionalis voucher RMBR:103689 cytochrome b (cytb) gene, partial cds; mitochondrial.	Sarcophila meridionalis	""	""	RMBR:103689	""	""	""	""
GQ409435	""	""	Sarcophila sp. SNK-2009 voucher RMBR:103690 cytochrome b (cytb) gene, partial cds; mitochondrial.	Sarcophila sp. SNK-2009	""	""	RMBR:103690	""	""	""	""
GQ409436	""	""	Sinopiella rufopilosa voucher RMBR:103742 cytochrome b (cytb) gene, partial cds; mitochondrial.	Sinopiella rufopilosa	""	""	RMBR:103742	""	""	""	""
GQ409437	""	""	Sphenometopa claripennis voucher RMBR:103685 cytochrome b (cytb) gene, partial cds; mitochondrial.	Sphenometopa claripennis	""	""	RMBR:103685	""	""	""	""
GQ409438	""	""	Spirobolomyia flavipalpis voucher RMBR:103743 cytochrome b (cytb) gene, partial cds; mitochondrial.	Spirobolomyia flavipalpis	""	""	RMBR:103743	""	""	""	""
GQ409439	""	""	Stevenia atramentaria voucher RMBR:103670 cytochrome b (cytb) gene, partial cds; mitochondrial.	Stevenia atramentaria	""	""	RMBR:103670	""	""	""	""
GQ409440	""	""	Stevenia hertingi voucher RMBR:103671 cytochrome b (cytb) gene, partial cds; mitochondrial.	Stevenia hertingi	""	""	RMBR:103671	""	""	""	""
GQ409441	""	""	Stomorhina discolor voucher RMBR:103665 cytochrome b (cytb) gene, partial cds; mitochondrial.	Stomorhina discolor	""	""	RMBR:103665	""	""	""	""
GQ409442	""	""	Tachina grossa voucher RMBR:103762 cytochrome b (cytb) gene, partial cds; mitochondrial.	Tachina grossa	""	""	RMBR:103762	""	""	""	""
GQ409443	""	""	Tachina magnicornis voucher RMBR:103763 cytochrome b (cytb) gene, partial cds; mitochondrial.	Tachina magnicornis	""	""	RMBR:103763	""	""	""	""
GQ409444	""	""	Taxigramma multipunctata voucher RMBR:103686 cytochrome b (cytb) gene, partial cds; mitochondrial.	Taxigramma multipunctata	""	""	RMBR:103686	""	""	""	""
GQ409445	""	""	Titanogrypa luculenta voucher RMBR:103744 cytochrome b (cytb) gene, partial cds; mitochondrial.	Titanogrypa luculenta	""	""	RMBR:103744	""	""	""	""
GQ409446	""	""	Triarthria setipennis voucher RMBR:103764 cytochrome b (cytb) gene, partial cds; mitochondrial.	Triarthria setipennis	""	""	RMBR:103764	""	""	""	""
GQ409447	""	""	Tricharaea occidua voucher RMBR:103747 cytochrome b (cytb) gene, partial cds; mitochondrial.	Tricharaea occidua	""	""	RMBR:103747	""	""	""	""
GQ409448	""	""	Villegasia postuncinata voucher RMBR:103748 cytochrome b (cytb) gene, partial cds; mitochondrial.	Villegasia postuncinata	""	""	RMBR:103748	""	""	""	""
GQ409449	""	""	Wohlfahrtia nuba voucher RMBR:103692 cytochrome b (cytb) gene, partial cds; mitochondrial.	Wohlfahrtia nuba	""	""	RMBR:103692	""	""	""	""
GQ409450	""	""	Wohlfahrtia trina voucher RMBR:103693 cytochrome b (cytb) gene, partial cds; mitochondrial.	Wohlfahrtia trina	""	""	RMBR:103693	""	""	""	""
GQ409451	""	""	Argoravinia rufiventris voucher RMBR:103694 elongation factor 1 alpha (EF1a) gene, partial cds.	Argoravinia rufiventris	""	""	RMBR:103694	""	""	""	""
GQ409452	""	""	Bellardia vulgaris voucher RMBR:103605 elongation factor 1 alpha (EF1a) gene, partial cds.	Bellardia vulgaris	""	""	RMBR:103605	""	""	""	""
GQ409453	""	""	Blaesoxipha plinthopyga voucher RMBR:103695 elongation factor 1 alpha (EF1a) gene, partial cds.	Blaesoxipha plinthopyga	""	""	RMBR:103695	""	""	""	""
GQ409454	""	""	Blaesoxipha setosa voucher RMBR:103697 elongation factor 1 alpha (EF1a) gene, partial cds.	Blaesoxipha setosa	""	""	RMBR:103697	""	""	""	""
GQ409455	""	""	Boettcheria cimbicis voucher RMBR:103698 elongation factor 1 alpha (EF1a) gene, partial cds.	Boettcheria cimbicis	""	""	RMBR:103698	""	""	""	""
GQ409456	""	""	Sarconesia versicolor voucher RMBR:103610 elongation factor 1 alpha (EF1a) gene, partial cds.	Sarconesia versicolor	""	""	RMBR:103610	""	""	""	""
GQ409457	""	""	Chrysomya rufifacies voucher RMBR:103611 elongation factor 1 alpha (EF1a) gene, partial cds.	Chrysomya rufifacies	""	""	RMBR:103611	""	""	""	""
GQ409458	""	""	Cuterebra baeri voucher RMBR:103661 elongation factor 1 alpha (EF1a) gene, partial cds.	Cuterebra baeri	""	""	RMBR:103661	""	""	""	""
GQ409459	""	""	Cynomya mortuorum voucher RMBR:103606 elongation factor 1 alpha (EF1a) gene, partial cds.	Cynomya mortuorum	""	""	RMBR:103606	""	""	""	""
GQ409460	""	""	Duckemyia latifrons voucher RMBR:103703 elongation factor 1 alpha (EF1a) gene, partial cds.	Duckemyia latifrons	""	""	RMBR:103703	""	""	""	""
GQ409461	""	""	Eutrichota paratunicata voucher RMBR:103599 elongation factor 1 alpha (EF1a) gene, partial cds.	Eutrichota paratunicata	""	""	RMBR:103599	""	""	""	""
GQ409462	""	""	Gymnosoma nitens voucher RMBR:103754 elongation factor 1 alpha (EF1a) gene, partial cds.	Gymnosoma nitens	""	""	RMBR:103754	""	""	""	""
GQ409463	""	""	Gymnocheta viridis voucher RMBR:103759 elongation factor 1 alpha (EF1a) gene, partial cds.	Gymnocheta viridis	""	""	RMBR:103759	""	""	""	""
GQ409464	""	""	Helicobia pilipleura voucher RMBR:103707 elongation factor 1 alpha (EF1a) gene, partial cds.	Helicobia pilipleura	""	""	RMBR:103707	""	""	""	""
GQ409465	""	""	Helicobia rapax voucher RMBR:103708 elongation factor 1 alpha (EF1a) gene, partial cds.	Helicobia rapax	""	""	RMBR:103708	""	""	""	""
GQ409466	""	""	Hypopygiopsis fumipennis voucher RMBR:103613 elongation factor 1 alpha (EF1a) gene, partial cds.	Hypopygiopsis fumipennis	""	""	RMBR:103613	""	""	""	""
GQ409467	""	""	Hypopygiopsis violacea voucher RMBR:103614 elongation factor 1 alpha (EF1a) gene, partial cds.	Hypopygiopsis violacea	""	""	RMBR:103614	""	""	""	""
GQ409468	""	""	Oestroidea sp. 'McAlpine's fly' voucher RMBR:104423 elongation factor 1 alpha (EF1a) gene, partial cds.	Oestroidea sp. 'McAlpine's fly'	""	""	RMBR:104423	""	""	""	""
GQ409469	""	""	Melinda viridicyanea voucher RMBR:103618 elongation factor 1 alpha (EF1a) gene, partial cds.	Melinda viridicyanea	""	""	RMBR:103618	""	""	""	""
GQ409470	""	""	Eumesembrinella quadrilineata voucher RMBR:103619 elongation factor 1 alpha (EF1a) gene, partial cds.	Eumesembrinella quadrilineata	""	""	RMBR:103619	""	""	""	""
GQ409471	""	""	Metallea erinacea voucher RMBR:103625 elongation factor 1 alpha (EF1a) gene, partial cds.	Metallea erinacea	""	""	RMBR:103625	""	""	""	""
GQ409472	""	""	Miltogramma nuda voucher RMBR:103679 elongation factor 1 alpha (EF1a) gene, partial cds.	Miltogramma nuda	""	""	RMBR:103679	""	""	""	""
GQ409473	""	""	Notochaeta sp. SNK-2009 voucher RMBR:103715 elongation factor 1 alpha (EF1a) gene, partial cds.	Notochaeta sp. SNK-2009	""	""	RMBR:103715	""	""	""	""
GQ409474	""	""	Nyctia lugubris voucher RMBR:103688 elongation factor 1 alpha (EF1a) gene, partial cds.	Nyctia lugubris	""	""	RMBR:103688	""	""	""	""
GQ409475	""	""	Peckia intermutans voucher RMBR:103720 elongation factor 1 alpha (EF1a) gene, partial cds.	Peckia intermutans	""	""	RMBR:103720	""	""	""	""
GQ409476	""	""	Peckiamyia minutipenis voucher RMBR:103723 elongation factor 1 alpha (EF1a) gene, partial cds.	Peckiamyia minutipenis	""	""	RMBR:103723	""	""	""	""
GQ409477	""	""	Phania funesta voucher RMBR:103756 elongation factor 1 alpha (EF1a) gene, partial cds.	Phania funesta	""	""	RMBR:103756	""	""	""	""
GQ409478	""	""	Pollenia amentaria voucher RMBR:103622 elongation factor 1 alpha (EF1a) gene, partial cds.	Pollenia amentaria	""	""	RMBR:103622	""	""	""	""
GQ409479	""	""	Protocalliphora azurea voucher RMBR:103612 elongation factor 1 alpha (EF1a) gene, partial cds.	Protocalliphora azurea	""	""	RMBR:103612	""	""	""	""
GQ409480	""	""	Pterella nigrofasciata voucher RMBR:103682 elongation factor 1 alpha (EF1a) gene, partial cds.	Pterella nigrofasciata	""	""	RMBR:103682	""	""	""	""
GQ409481	""	""	Rhyncomya nigripes voucher RMBR:103626 elongation factor 1 alpha (EF1a) gene, partial cds.	Rhyncomya nigripes	""	""	RMBR:103626	""	""	""	""
GQ409482	""	""	Sarconesia chlorogaster voucher RMBR:103609 elongation factor 1 alpha (EF1a) gene, partial cds.	Sarconesia chlorogaster	""	""	RMBR:103609	""	""	""	""
GQ409483	""	""	Sarcophaga australis voucher RMBR:103727 elongation factor 1 alpha (EF1a) gene, partial cds.	Sarcophaga australis	""	""	RMBR:103727	""	""	""	""
GQ409484	""	""	Sarcophaga crassipalpis voucher RMBR:103730 elongation factor 1 alpha (EF1a) gene, partial cds.	Sarcophaga crassipalpis	""	""	RMBR:103730	""	""	""	""
GQ409485	""	""	Sarcophaga fertoni voucher RMBR:103731 elongation factor 1 alpha (EF1a) gene, partial cds.	Sarcophaga fertoni	""	""	RMBR:103731	""	""	""	""
GQ409486	""	""	Sarcophaga forma voucher RMBR:103732 elongation factor 1 alpha (EF1a) gene, partial cds.	Sarcophaga forma	""	""	RMBR:103732	""	""	""	""
GQ409487	""	""	Sarcophaga omikron voucher RMBR:103736 elongation factor 1 alpha (EF1a) gene, partial cds.	Sarcophaga omikron	""	""	RMBR:103736	""	""	""	""
GQ409488	""	""	Sarcophaga triplasia voucher RMBR:103741 elongation factor 1 alpha (EF1a) gene, partial cds.	Sarcophaga triplasia	""	""	RMBR:103741	""	""	""	""
GQ409489	""	""	Sarcophila meridionalis voucher RMBR:103689 elongation factor 1 alpha (EF1a) gene, partial cds.	Sarcophila meridionalis	""	""	RMBR:103689	""	""	""	""
GQ409490	""	""	Sphenometopa claripennis voucher RMBR:103685 elongation factor 1 alpha (EF1a) gene, partial cds.	Sphenometopa claripennis	""	""	RMBR:103685	""	""	""	""
GQ409491	""	""	Spirobolomyia flavipalpis voucher RMBR:103743 elongation factor 1 alpha (EF1a) gene, partial cds.	Spirobolomyia flavipalpis	""	""	RMBR:103743	""	""	""	""
GQ409492	""	""	Stevenia atramentaria voucher RMBR:103670 elongation factor 1 alpha (EF1a) gene, partial cds.	Stevenia atramentaria	""	""	RMBR:103670	""	""	""	""
GQ409493	""	""	Stevenia hertingi voucher RMBR:103671 elongation factor 1 alpha (EF1a) gene, partial cds.	Stevenia hertingi	""	""	RMBR:103671	""	""	""	""
GQ409494	""	""	Tachina grossa voucher RMBR:103762 elongation factor 1 alpha (EF1a) gene, partial cds.	Tachina grossa	""	""	RMBR:103762	""	""	""	""
GQ409495	""	""	Titanogrypa luculenta voucher RMBR:103744 elongation factor 1 alpha (EF1a) gene, partial cds.	Titanogrypa luculenta	""	""	RMBR:103744	""	""	""	""
GQ409496	""	""	Tricharaea femoralis voucher RMBR:103746 elongation factor 1 alpha (EF1a) gene, partial cds.	Tricharaea femoralis	""	""	RMBR:103746	""	""	""	""
GQ409497	""	""	Villegasia postuncinata voucher RMBR:103748 elongation factor 1 alpha (EF1a) gene, partial cds.	Villegasia postuncinata	""	""	RMBR:103748	""	""	""	""
GQ409498	""	""	Wohlfahrtia trina voucher RMBR:103693 elongation factor 1 alpha (EF1a) gene, partial cds.	Wohlfahrtia trina	""	""	RMBR:103693	""	""	""	""
GU458050	Indonesia:Sumatra, Sumber Uripat	""	Cyrtodactylus sp. CDS-2010a voucher RMBR:00321 ribosomal protein L35 (RPL35) gene, intron 2.	Cyrtodactylus sp. CDS-2010a	""	""	RMBR:00321	""	""	David Bickford and Djoko Iskandar	""
GU458051	Indonesia:Sumatra, Sumber Uripat	""	Cyrtodactylus sp. CDS-2010a voucher RMBR:00343 ribosomal protein L35 (RPL35) gene, intron 2.	Cyrtodactylus sp. CDS-2010a	""	""	RMBR:00343	""	""	David Bickford and Djoko Iskandar	""
GU458052	Indonesia:Borneo, Kalimantan, Bukit Baka BukitRaya	""	Cyrtodactylus yoshii voucher RMBR:00847 ribosomal protein L35 (RPL35) gene, intron 2.	Cyrtodactylus yoshii	""	""	RMBR:00847	""	""	David Bickford and Djoko Iskandar	""
GU458053	Indonesia:Borneo, Kalimantan, Bukit Baka BukitRaya	""	Cyrtodactylus yoshii voucher RMBR:01200 ribosomal protein L35 (RPL35) gene, intron 2.	Cyrtodactylus yoshii	""	""	RMBR:01200	""	""	David Bickford and Djoko Iskandar	""
GU458054	Indonesia:Borneo, Kalimantan, Bukit Baka BukitRaya National Park	""	Cyrtodactylus malayanus voucher RMBR:00866 ribosomal protein L35 (RPL35) gene, intron 2.	Cyrtodactylus malayanus	""	""	RMBR:00866	""	""	David Bickford and Djoko Iskandar	""
GU458055	Indonesia:Borneo, Kalimantan, Bukit Baka BukitRaya National Park	""	Cyrtodactylus malayanus voucher RMBR:00867 ribosomal protein L35 (RPL35) gene, intron 2.	Cyrtodactylus malayanus	""	""	RMBR:00867	""	""	David Bickford and Djoko Iskandar	""
GU550728	Indonesia:Sumatra, Sumber Uripat	""	Cyrtodactylus sp. CDS-2010a tRNA-Met gene, partial sequence; NADH dehydrogenase subunit 2 gene, complete cds; and tRNA-Trp, tRNA-Ala, tRNA-Asx, tRNA-Cys, and tRNA-Tyr genes, complete sequence; mitochondrial.	Cyrtodactylus sp. CDS-2010a	""	""	RMBR:00321	""	""	David Bickford and Djoko Iskandar	""
GU550729	Indonesia:Sumatra, Sumber Uripat	""	Cyrtodactylus sp. CDS-2010a tRNA-Met gene, partial sequence; NADH dehydrogenase subunit 2 gene, complete cds; and tRNA-Trp, tRNA-Ala, tRNA-Asx, tRNA-Cys, and tRNA-Tyr genes, complete sequence; mitochondrial.	Cyrtodactylus sp. CDS-2010a	""	""	RMBR:00343	""	""	David Bickford and Djoko Iskandar	""
GU550730	Indonesia:Borneo, Kalimantan, Bukit Baka BukitRaya	""	Cyrtodactylus yoshii tRNA-Met gene, partial sequence; NADH dehydrogenase subunit 2 gene, complete cds; and tRNA-Trp, tRNA-Ala, tRNA-Asx, tRNA-Cys, and tRNA-Tyr genes, complete sequence; mitochondrial.	Cyrtodactylus yoshii	""	""	RMBR:00847	""	""	David Bickford and Djoko Iskandar	""
GU550731	Indonesia:Borneo, Kalimantan, Bukit Baka BukitRaya	""	Cyrtodactylus yoshii tRNA-Met gene, partial sequence; NADH dehydrogenase subunit 2 gene, complete cds; and tRNA-Trp, tRNA-Ala, tRNA-Asx, tRNA-Cys, and tRNA-Tyr genes, complete sequence; mitochondrial.	Cyrtodactylus yoshii	""	""	RMBR:01200	""	""	David Bickford and Djoko Iskandar	""
GU550732	Indonesia:Borneo, Kalimantan, Bukit Baka BukitRaya National Park	""	Cyrtodactylus malayanus tRNA-Met gene, partial sequence; NADH dehydrogenase subunit 2 gene, complete cds; and tRNA-Trp, tRNA-Ala, tRNA-Asx, tRNA-Cys, and tRNA-Tyr genes, complete sequence; mitochondrial.	Cyrtodactylus malayanus	""	""	RMBR:00866	""	""	David Bickford and Djoko Iskandar	""
GU550733	Indonesia:Borneo, Kalimantan, Bukit Baka BukitRaya National Park	""	Cyrtodactylus malayanus tRNA-Met gene, partial sequence; NADH dehydrogenase subunit 2 gene, complete cds; and tRNA-Trp, tRNA-Ala, tRNA-Asx, tRNA-Cys, and tRNA-Tyr genes, complete sequence; mitochondrial.	Cyrtodactylus malayanus	""	""	RMBR:00867	""	""	David Bickford and Djoko Iskandar	""
HE591320	""	""	Quercus brantii genomic DNA containing psbA-trnH IGS, specimen voucher BR:20040122-19	Quercus brantii	""	""	BR:20040122-19	""	""	""	""
HE591321	""	""	Quercus libani genomic DNA containing psbA-trnH IGS, specimen voucher BR:19810729	Quercus libani	""	""	BR:19810729	""	""	""	""
HE591322	""	""	Quercus castaneifolia genomic DNA containing psbA-trnH IGS, specimen voucher BR:20040124-21	Quercus castaneifolia	""	""	BR:20040124-21	""	""	""	""
HE591330	""	""	Quercus pontica genomic DNA containing psbA-trnH IGS, specimen voucher BR:19820429	Quercus pontica	""	""	BR:19820429	""	""	""	""
HE591331	""	""	Quercus phillyraeoides genomic DNA containing psbA-trnH IGS, specimen voucher BR:20040122-19	Quercus phillyraeoides	""	""	BR:20040122-19	""	""	""	""
HE591335	""	""	Quercus dentata genomic DNA containing psbA-trnH IGS, specimen voucher BR:198107	Quercus dentata	""	""	BR:198107	""	""	""	""
HE591349	""	""	Quercus brantii genomic DNA containing 5.8S rRNA gene, ITS2, specimen voucher BR:20040122-19	Quercus brantii	""	""	BR:20040122-19	""	""	""	""
HE591350	""	""	Quercus libani genomic DNA containing 5.8S rRNA gene, ITS2, specimen voucher BR:19810729	Quercus libani	""	""	BR:19810729	""	""	""	""
HE591351	""	""	Quercus castaneifolia genomic DNA containing 5.8S rRNA gene, ITS2, specimen voucher BR:20040124-21	Quercus castaneifolia	""	""	BR:20040124-21	""	""	""	""
HE591359	""	""	Quercus pontica genomic DNA containing 5.8S rRNA gene, ITS2, specimen voucher BR:19820429	Quercus pontica	""	""	BR:19820429	""	""	""	""
HE591360	""	""	Quercus phillyraeoides genomic DNA containing 5.8S rRNA gene, ITS2, specimen voucher BR:20040122-19	Quercus phillyraeoides	""	""	BR:20040122-19	""	""	""	""
HE591364	""	""	Quercus dentata genomic DNA containing 5.8S rRNA gene, ITS2, specimen voucher BR:198107	Quercus dentata	""	""	BR:198107	""	""	""	""
HE793195	""	""	Coccyzus americanus mitochondrial partial cytb gene for cytochrome b, specimen voucher MBR:2690	Coccyzus americanus	""	""	MBR:2690	""	""	""	""
HE793196	""	""	Coccyzus americanus mitochondrial partial cytb gene for cytochrome b, specimen voucher MBR:27	Coccyzus americanus	""	""	MBR:27	""	""	""	""
HE794580	""	""	Hoya sp. I.M.Liddle 563 plastid partial ndhF gene for NAD(P)H-quinone oxidoreductase subunit 5, specimen voucher BR:LiddleIML 563	Hoya sp. I.M.Liddle 563	""	""	BR:LiddleIML 563	""	""	""	""
JN180317	Philippines	""	Calcinus sp. MCDM-2011 voucher RMBR:ZRC H349 cytochrome oxidase subunit I (COI) gene, partial cds; mitochondrial.	Calcinus fuscus	""	""	RMBR:ZRC H349	""	""	""	2004-06-24
JN180318	Philippines	""	Calcinus sp. MCDM-2011 voucher RMBR:ZRC H350 cytochrome oxidase subunit I (COI) gene, partial cds; mitochondrial.	Calcinus fuscus	""	""	RMBR:ZRC H350	""	""	""	2004-07-06
JN180319	Philippines	""	Calcinus sp. MCDM-2011 voucher RMBR:ZRC H351 cytochrome oxidase subunit I (COI) gene, partial cds; mitochondrial.	Calcinus fuscus	""	""	RMBR:ZRC H351	""	""	""	2004-06-16
KF933101	Philippines	""	Kurixalus appendiculatus voucher RMBR 01064 cytochrome b (cytb) gene, partial cds; mitochondrial.	Kurixalus appendiculatus	""	""	RMBR:01064	""	""	""	""
KF933149	Philippines	""	Kurixalus appendiculatus voucher RMBR 01064 rhodopsin gene, partial cds.	Kurixalus appendiculatus	""	""	RMBR:01064	""	""	""	""
KF933207	Philippines	""	Kurixalus appendiculatus voucher RMBR 01064 12S ribosomal RNA gene, partial sequence; mitochondrial.	Kurixalus appendiculatus	""	""	RMBR:01064	""	""	""	""
KJ476258	""	""	Achanthiptera rohrelliformis voucher RMBR:116177 12S ribosomal RNA gene, partial sequence; mitochondrial.	Achanthiptera rohrelliformis	""	""	RMBR:116177	""	""	""	""
KJ476259	""	""	Atherigona seticauda voucher RMBR:116178 12S ribosomal RNA gene, partial sequence; mitochondrial.	Atherigona seticauda	""	""	RMBR:116178	""	""	""	""
KJ476260	""	""	Atherigona theodori voucher RMBR:116179 12S ribosomal RNA gene, partial sequence; mitochondrial.	Atherigona theodori	""	""	RMBR:116179	""	""	""	""
KJ476261	""	""	Atherigona varia voucher RMBR:116181 12S ribosomal RNA gene, partial sequence; mitochondrial.	Atherigona varia	""	""	RMBR:116181	""	""	""	""
KJ476262	""	""	Cephalispa sp. SNK-2014 voucher RMBR:116183 12S ribosomal RNA gene, partial sequence; mitochondrial.	Cephalispa sp. SNK-2014	""	""	RMBR:116183	""	""	""	""
KJ476263	""	""	Coenosia agromyzina voucher RMBR:116185 12S ribosomal RNA gene, partial sequence; mitochondrial.	Coenosia agromyzina	""	""	RMBR:116185	""	""	""	""
KJ476264	""	""	Coenosia obscuricula voucher RMBR:116186 12S ribosomal RNA gene, partial sequence; mitochondrial.	Coenosia obscuricula	""	""	RMBR:116186	""	""	""	""
KJ476265	""	""	Coenosia semifumosa voucher RMBR:116187 12S ribosomal RNA gene, partial sequence; mitochondrial.	Coenosia semifumosa	""	""	RMBR:116187	""	""	""	""
KJ476266	""	""	Cyrtoneuropsis veniseta voucher RMBR:116188 12S ribosomal RNA gene, partial sequence; mitochondrial.	Cyrtoneuropsis veniseta	""	""	RMBR:116188	""	""	""	""
KJ476267	""	""	Dichaetomyia bibax voucher RMBR:116192 12S ribosomal RNA gene, partial sequence; mitochondrial.	Dichaetomyia bibax	""	""	RMBR:116192	""	""	""	""
KJ476268	""	""	Dichaetomyia luteiventris voucher RMBR:116193 12S ribosomal RNA gene, partial sequence; mitochondrial.	Dichaetomyia luteiventris	""	""	RMBR:116193	""	""	""	""
KJ476269	""	""	Eginia ocypterata voucher RMBR:116194 12S ribosomal RNA gene, partial sequence; mitochondrial.	Eginia ocypterata	""	""	RMBR:116194	""	""	""	""
KJ476270	""	""	Gymnodia humilis voucher RMBR:116196 12S ribosomal RNA gene, partial sequence; mitochondrial.	Gymnodia humilis	""	""	RMBR:116196	""	""	""	""
KJ476271	""	""	Gymnodia marshalli voucher RMBR:116197 12S ribosomal RNA gene, partial sequence; mitochondrial.	Gymnodia marshalli	""	""	RMBR:116197	""	""	""	""
KJ476272	""	""	Helina cinerella voucher RMBR:116198 12S ribosomal RNA gene, partial sequence; mitochondrial.	Helina cinerella	""	""	RMBR:116198	""	""	""	""
KJ476273	""	""	Helina fratercula voucher RMBR:116199 12S ribosomal RNA gene, partial sequence; mitochondrial.	Helina fratercula	""	""	RMBR:116199	""	""	""	""
KJ476274	""	""	Helina obtusipennis voucher RMBR:116200 12S ribosomal RNA gene, partial sequence; mitochondrial.	Helina obtusipennis	""	""	RMBR:116200	""	""	""	""
KJ476275	""	""	Heliographa ceylanica voucher RMBR:116201 12S ribosomal RNA gene, partial sequence; mitochondrial.	Heliographa ceylanica	""	""	RMBR:116201	""	""	""	""
KJ476276	""	""	Huckettomyia watanabei voucher RMBR:116202 12S ribosomal RNA gene, partial sequence; mitochondrial.	Huckettomyia watanabei	""	""	RMBR:116202	""	""	""	""
KJ476277	""	""	Hydrotaea albipuncta voucher RMBR:116203 12S ribosomal RNA gene, partial sequence; mitochondrial.	Hydrotaea albipuncta	""	""	RMBR:116203	""	""	""	""
KJ476278	""	""	Limnophora simulans voucher RMBR:116205 12S ribosomal RNA gene, partial sequence; mitochondrial.	Limnophora simulans	""	""	RMBR:116205	""	""	""	""
KJ476279	""	""	Lispe nana voucher RMBR:116206 12S ribosomal RNA gene, partial sequence; mitochondrial.	Lispe nana	""	""	RMBR:116206	""	""	""	""
KJ476280	""	""	Lophosceles cinereiventris voucher RMBR:116208 12S ribosomal RNA gene, partial sequence; mitochondrial.	Lophosceles cinereiventris	""	""	RMBR:116208	""	""	""	""
KJ476281	""	""	Metopomyia atropunctipes voucher RMBR:116209 12S ribosomal RNA gene, partial sequence; mitochondrial.	Metopomyia atropunctipes	""	""	RMBR:116209	""	""	""	""
KJ476282	""	""	Musca confiscata voucher RMBR:116210 12S ribosomal RNA gene, partial sequence; mitochondrial.	Musca confiscata	""	""	RMBR:116210	""	""	""	""
KJ476283	""	""	Neodexiopsis sp. SNK-2014 voucher RMBR:116212 12S ribosomal RNA gene, partial sequence; mitochondrial.	Neodexiopsis sp. SNK-2014	""	""	RMBR:116212	""	""	""	""
KJ476284	""	""	Neomuscina instabilis voucher RMBR:116213 12S ribosomal RNA gene, partial sequence; mitochondrial.	Neomuscina instabilis	""	""	RMBR:116213	""	""	""	""
KJ476285	""	""	Passeromyia indecora voucher RMBR:116214 12S ribosomal RNA gene, partial sequence; mitochondrial.	Passeromyia indecora	""	""	RMBR:116214	""	""	""	""
KJ476286	""	""	Phaonia alpicola voucher RMBR:116215 12S ribosomal RNA gene, partial sequence; mitochondrial.	Phaonia alpicola	""	""	RMBR:116215	""	""	""	""
KJ476287	""	""	Phaonia angelicae voucher RMBR:116216 12S ribosomal RNA gene, partial sequence; mitochondrial.	Phaonia angelicae	""	""	RMBR:116216	""	""	""	""
KJ476288	""	""	Phaonia gobertii voucher RMBR:116217 12S ribosomal RNA gene, partial sequence; mitochondrial.	Phaonia gobertii	""	""	RMBR:116217	""	""	""	""
KJ476289	""	""	Polietes lardarius voucher RMBR:102776 12S ribosomal RNA gene, partial sequence; mitochondrial.	Polietes lardarius	""	""	RMBR:102776	""	""	""	""
KJ476290	""	""	Polietina sp. SNK-2014 voucher RMBR:116219 12S ribosomal RNA gene, partial sequence; mitochondrial.	Polietina sp. SNK-2014	""	""	RMBR:116219	""	""	""	""
KJ476291	""	""	Pygophora nitidiventris voucher RMBR:116220 12S ribosomal RNA gene, partial sequence; mitochondrial.	Pygophora nitidiventris	""	""	RMBR:116220	""	""	""	""
KJ476292	""	""	Pygophora unicolor voucher RMBR:116221 12S ribosomal RNA gene, partial sequence; mitochondrial.	Pygophora unicolor	""	""	RMBR:116221	""	""	""	""
KJ476293	""	""	Villeneuvia aestuum voucher RMBR:102811 12S ribosomal RNA gene, partial sequence; mitochondrial.	Villeneuvia aestuum	""	""	RMBR:102811	""	""	""	""
KJ476294	""	""	Achanthiptera rohrelliformis voucher RMBR:116177 16S ribosomal RNA gene, partial sequence; mitochondrial.	Achanthiptera rohrelliformis	""	""	RMBR:116177	""	""	""	""
KJ476295	""	""	Atherigona seticauda voucher RMBR:116178 16S ribosomal RNA gene, partial sequence; mitochondrial.	Atherigona seticauda	""	""	RMBR:116178	""	""	""	""
KJ476296	""	""	Atherigona theodori voucher RMBR:116179 16S ribosomal RNA gene, partial sequence; mitochondrial.	Atherigona theodori	""	""	RMBR:116179	""	""	""	""
KJ476297	""	""	Atherigona varia voucher RMBR:116181 16S ribosomal RNA gene, partial sequence; mitochondrial.	Atherigona varia	""	""	RMBR:116181	""	""	""	""
KJ476298	""	""	Cephalispa sp. SNK-2014 voucher RMBR:116183 16S ribosomal RNA gene, partial sequence; mitochondrial.	Cephalispa sp. SNK-2014	""	""	RMBR:116183	""	""	""	""
