accession	country	location	description	scientific_name	bio_material	culture_collection	specimen_voucher	sample_accession	study_accession	collected_by	collection_date
KY284654	""	""	Antherotoma naudinii isolate ANTHNAUD3 acetyl-CoA carboxylase beta subunit (accD) gene, partial cds; accD-psaI intergenic spacer, complete sequence; and component of photosystem I (psaI) gene, partial cds; chloroplast.	Antherotoma naudinii	""	""	B. Wursten 2271(BR), BR-SIL-SP-8448,Zimbabwe, Chimanimanis	""	""	""	""
KY284671	""	""	Dupineta hensii isolate DISSHENS57 acetyl-CoA carboxylase beta subunit (accD) gene, partial cds; accD-psaI intergenic spacer, complete sequence; and component of photosystem I (psaI) gene, partial cds; chloroplast.	Dupineta hensii	""	""	E. Boyekoli 110 (BR), BR-SIL-SP-3226,DRC, Itindi	""	""	""	""
KY284672	""	""	Dupineta hensii isolate DISSHENS62 acetyl-CoA carboxylase beta subunit (accD) gene, partial cds; accD-psaI intergenic spacer, complete sequence; and component of photosystem I (psaI) gene, partial cds; chloroplast.	Dupineta hensii	""	""	E. Boyekoli 595 (BR), BR-SIL-SP-3871,DRC, Bomane, Aruwimi river	""	""	""	""
KY284684	""	""	Dissotis princeps isolate DISSPRIN6 acetyl-CoA carboxylase beta subunit (accD) gene, partial cds; accD-psaI intergenic spacer, complete sequence; and component of photosystem I (psaI) gene, partial cds; chloroplast.	Dissotis princeps	""	""	B. Wursten 2256 (BR), BR-SIL-SP-8385,Zimbabwe, Chimanimanis	""	""	""	""
KY284686	""	""	Dissotis pulchra isolate DISSPULC2 acetyl-CoA carboxylase beta subunit (accD) gene, partial cds; and accD-psaI intergenic spacer, partial sequence; chloroplast.	Dissotis pulchra	""	""	B. Wursten 2277 (BR), BR-SIL-SP-8445,Zimbabwe, Chimanimanis	""	""	""	""
KY284706	""	""	Argyrella canescens isolate HETECANE1 acetyl-CoA carboxylase beta subunit (accD) gene, partial cds; accD-psaI intergenic spacer, complete sequence; and component of photosystem I (psaI) gene, partial cds; chloroplast.	Argyrella canescens	""	""	B. Wursten 2880 (BR), BR-SIL-SP-8409,Zimbabwe, Chimanimanis	""	""	""	""
KY284722	""	""	Pseudosbeckia swynnertonii isolate PSEUSWYN4 acetyl-CoA carboxylase beta subunit (accD) gene, partial cds; accD-psaI intergenic spacer, complete sequence; and component of photosystem I (psaI) gene, partial cds; chloroplast.	Pseudosbeckia swynnertonii	""	""	B. Wursten 2235 (BR), BR-SIL-SP-8403,Mozambique, Chimanimanis	""	""	""	""
KY284734	""	""	Antherotoma naudinii isolate ANTHNAUD3 psbK-psbL intergenic spacer region, partial sequence; chloroplast.	Antherotoma naudinii	""	""	B. Wursten 2271(BR), BR-SIL-SP-8448,Zimbabwe, Chimanimanis	""	""	""	""
KY284739	""	""	Antherotoma senegambiensis isolate ANTHSENE60 psbK-psbL intergenic spacer region, partial sequence; chloroplast.	Antherotoma senegambiensis	""	""	B. Wursten 2269 (BR), BR-SIL-SP-8328,Zimbabwe	""	""	""	""
KY284764	""	""	Dupineta hensii isolate DISSHENS57 psbK-psbL intergenic spacer region, partial sequence; chloroplast.	Dupineta hensii	""	""	E. Boyekoli 110 (BR), BR-SIL-SP-3226,DRC, Itindi	""	""	""	""
KY284765	""	""	Dupineta hensii isolate DISSHENS62 psbK-psbL intergenic spacer region, partial sequence; chloroplast.	Dupineta hensii	""	""	E. Boyekoli 595 (BR), BR-SIL-SP-3871,DRC, Bomane, Aruwimi river	""	""	""	""
KY284779	""	""	Dissotis princeps isolate DISSPRIN6 psbK-psbL intergenic spacer region, partial sequence; chloroplast.	Dissotis princeps	""	""	B. Wursten 2256 (BR), BR-SIL-SP-8385,Zimbabwe, Chimanimanis	""	""	""	""
KY284781	""	""	Dissotis pulchra isolate DISSPULC2 psbK-psbL intergenic spacer region, partial sequence; chloroplast.	Dissotis pulchra	""	""	B. Wursten 2277 (BR), BR-SIL-SP-8445,Zimbabwe, Chimanimanis	""	""	""	""
KY284804	""	""	Argyrella canescens isolate HETECANE1 psbK-psbL intergenic spacer region, partial sequence; chloroplast.	Argyrella canescens	""	""	B. Wursten 2880 (BR), BR-SIL-SP-8409,Zimbabwe, Chimanimanis	""	""	""	""
KY284828	""	""	Pseudosbeckia swynnertonii isolate PSEUSWYN4 psbK-psbL intergenic spacer region, partial sequence; chloroplast.	Pseudosbeckia swynnertonii	""	""	B. Wursten 2235 (BR), BR-SIL-SP-8403,Mozambique, Chimanimanis	""	""	""	""
KY809058	China:Dagang	28.5400009155273 N 114.959999084473 E	Penicillium sp. voucher jxbr-01 small subunit ribosomal RNA gene, partial sequence; internal transcribed spacer 1, 5.8S ribosomal RNA gene, and internal transcribed spacer 2, complete sequence; and large subunit ribosomal RNA gene, partial sequence.	Penicillium sp.	""	""	jxbr-01	""	""	Y.Zhang	2015-07-25
KY809059	China:Dagang	28.5400009155273 N 114.959999084473 E	Talaromyces sp. voucher jxbr-02 small subunit ribosomal RNA gene, partial sequence; internal transcribed spacer 1, 5.8S ribosomal RNA gene, and internal transcribed spacer 2, complete sequence; and large subunit ribosomal RNA gene, partial sequence.	Talaromyces sp.	""	""	jxbr-02	""	""	Y.Zhang	2015-07-25
KY809060	China:Dajing	26.5699996948242 N 114.139999389648 E	Aspergillus sp. voucher jxbr-03 small subunit ribosomal RNA gene, partial sequence; internal transcribed spacer 1, 5.8S ribosomal RNA gene, and internal transcribed spacer 2, complete sequence; and large subunit ribosomal RNA gene, partial sequence.	Aspergillus sp.	""	""	jxbr-03	""	""	Y.Zhang	2015-07-25
KY815283	""	""	Halichoeres brasiliensis voucher Personal:L. Rocha:HBR-96 12S ribosomal RNA gene, partial sequence; mitochondrial.	Halichoeres brasiliensis	""	""	Personal:L. Rocha:HBR-96	""	""	""	""
KY815400	""	""	Halichoeres brasiliensis voucher Personal:L. Rocha:HBR-96 16S ribosomal RNA gene, partial sequence; mitochondrial.	Halichoeres brasiliensis	""	""	Personal:L. Rocha:HBR-96	""	""	""	""
KY815513	""	""	Halichoeres brasiliensis voucher Personal:L. Rocha:HBR-96 titin-like protein (Tmo-4C4) gene, partial cds.	Halichoeres brasiliensis	""	""	Personal:L. Rocha:HBR-96	""	""	""	""
KY815610	""	""	Halichoeres brasiliensis voucher Personal:L. Rocha:HBR-96 recombination activating protein 2 (RAG2) gene, partial cds.	Halichoeres brasiliensis	""	""	Personal:L. Rocha:HBR-96	""	""	""	""
KY815726	""	""	Halichoeres brasiliensis voucher Personal:L. Rocha:HBR-96 bone morphogenetic protein 4 (BMP4) gene, partial cds.	Halichoeres brasiliensis	""	""	Personal:L. Rocha:HBR-96	""	""	""	""
KY815853	""	""	Halichoeres brasiliensis voucher Personal:L. Rocha:HBR-96 cytochrome b (cytb) gene, partial cds; mitochondrial.	Halichoeres brasiliensis	""	""	Personal:L. Rocha:HBR-96	""	""	""	""
KY815978	""	""	Halichoeres brasiliensis voucher Personal:L. Rocha:HBR-96 orthodenticle homeobox 1 (OTX1) gene, partial cds.	Halichoeres brasiliensis	""	""	Personal:L. Rocha:HBR-96	""	""	""	""
LC145316	Viet Nam:Ha Lang,Cao Bang	""	Tiwaripotamon pluviosum mitochondrial COI gene for cytochrome oxidase subunit I, complete cds, isolate: TWs36.	Tiwaripotamon pluviosum	""	""	IEBR-FC TTx01	""	""	Pham, T.C.	2014-06-07
LC145317	Viet Nam:Ha Lang,Cao Bang	""	Tiwaripotamon pluviosum mitochondrial COI gene for cytochrome oxidase subunit I, complete cds, isolate: TWs22.	Tiwaripotamon pluviosum	""	""	IEBR-FC TTx04	""	""	Pham, T.C.	2014-06-07
LC377322	Japan:Okinawa	""	Afronurus hyalinus KIT_Eh_3-3 mitochondrial COX1 gene for cytochrome c oxidase subunit 1, partial cds.	Afronurus hyalinus	""	""	KIT_Eh_NBR-3	""	""	Hiroaki Kaneko	2016-01-01
LC377323	Japan:Okinawa	""	Afronurus hyalinus KIT_Eh_3-4 mitochondrial COX1 gene for cytochrome c oxidase subunit 1, partial cds.	Afronurus hyalinus	""	""	KIT_Eh_NBR-4	""	""	Hiroaki Kaneko	2016-01-01
LN867891	""	""	Blossfeldia liliputana chloroplast DNA containing trnH-psbA IGS, specimen voucher XX-0-BR-1992101023	Blossfeldia liliputana	""	""	XX-0-BR-1992101023	""	""	""	""
LN867892	""	""	Parodia comarapana chloroplast DNA containing trnH-psbA IGS, specimen voucher XX-0-BR-19841122	Parodia comarapana	""	""	XX-0-BR-19841122	""	""	""	""
LN867893	""	""	Parodia maassii chloroplast DNA containing trnH-psbA IGS, specimen voucher XX-0-BR-19720457	Parodia maassii	""	""	XX-0-BR-19720457	""	""	""	""
LN867894	""	""	Parodia ottonis chloroplast DNA containing trnH-psbA IGS, specimen voucher XX-0-BR-2013061915	Parodia ottonis	""	""	XX-0-BR-2013061915	""	""	""	""
LN867895	""	""	Parodia stuemeri chloroplast DNA containing trnH-psbA IGS, specimen voucher XX-0-BR-19841128	Parodia stuemeri	""	""	XX-0-BR-19841128	""	""	""	""
LN867905	""	""	Calymmanthium substerile chloroplast DNA containing trnH-psbA IGS, specimen voucher XX-0-BR-19891571	Calymmanthium substerile	""	""	XX-0-BR-19891571	""	""	""	""
LN867927	""	""	Copiapoa cinerea subsp. krainziana chloroplast DNA containing trnH-psbA IGS, specimen voucher XX-0-BR-19720510	Copiapoa cinerea subsp. krainziana	""	""	XX-0-BR-19720510	""	""	""	""
LN867952	""	""	Copiapoa aphanes chloroplast DNA containing trnH-psbA IGS, specimen voucher XX-0-BR-19720862	Copiapoa aphanes	""	""	XX-0-BR-19720862	""	""	""	""
LN867998	""	""	Blossfeldia liliputana chloroplast DNA containing trnL-rpl32 IGS, specimen voucher XX-0-BR-1992101023	Blossfeldia liliputana	""	""	XX-0-BR-1992101023	""	""	""	""
LN867999	""	""	Parodia comarapana chloroplast DNA containing trnL-rpl32 IGS, specimen voucher XX-0-BR-19841122	Parodia comarapana	""	""	XX-0-BR-19841122	""	""	""	""
LN868000	""	""	Parodia maassii chloroplast DNA containing trnL-rpl32 IGS, specimen voucher XX-0-BR-19720457	Parodia maassii	""	""	XX-0-BR-19720457	""	""	""	""
LN868001	""	""	Parodia ottonis chloroplast DNA containing trnL-rpl32 IGS, specimen voucher XX-0-BR-2013061915	Parodia ottonis	""	""	XX-0-BR-2013061915	""	""	""	""
LN868002	""	""	Parodia stuemeri chloroplast DNA containing trnL-rpl32 IGS, specimen voucher XX-0-BR-19841128	Parodia stuemeri	""	""	XX-0-BR-19841128	""	""	""	""
LN868012	""	""	Calymmanthium substerile chloroplast DNA containing trnL-rpl32 IGS, specimen voucher XX-0-BR-19891571	Calymmanthium substerile	""	""	XX-0-BR-19891571	""	""	""	""
LN868031	""	""	Copiapoa cinerea subsp. krainziana chloroplast DNA containing trnL-rpl32 IGS, specimen voucher XX-0-BR-19720510	Copiapoa cinerea subsp. krainziana	""	""	XX-0-BR-19720510	""	""	""	""
LN868052	""	""	Copiapoa aphanes chloroplast DNA containing trnL-rpl32 IGS, specimen voucher XX-0-BR-19720862	Copiapoa aphanes	""	""	XX-0-BR-19720862	""	""	""	""
LN868092	""	""	Blossfeldia liliputana chloroplast partial ycf1 gene for yeast cadmium factor 1, specimen voucher XX-0-BR-1992101023	Blossfeldia liliputana	""	""	XX-0-BR-1992101023	""	""	""	""
LN868093	""	""	Parodia comarapana chloroplast partial ycf1 gene for yeast cadmium factor 1, specimen voucher XX-0-BR-19841122	Parodia comarapana	""	""	XX-0-BR-19841122	""	""	""	""
LN868094	""	""	Parodia maassii chloroplast partial ycf1 gene for yeast cadmium factor 1, specimen voucher XX-0-BR-19720457	Parodia maassii	""	""	XX-0-BR-19720457	""	""	""	""
LN868095	""	""	Parodia ottonis chloroplast partial ycf1 gene for yeast cadmium factor 1, specimen voucher XX-0-BR-2013061915	Parodia ottonis	""	""	XX-0-BR-2013061915	""	""	""	""
LN868096	""	""	Parodia stuemeri chloroplast partial ycf1 gene for yeast cadmium factor 1, specimen voucher XX-0-BR-19841128	Parodia stuemeri	""	""	XX-0-BR-19841128	""	""	""	""
LN868106	""	""	Calymmanthium substerile chloroplast partial ycf1 gene for yeast cadmium factor 1, specimen voucher XX-0-BR-19891571	Calymmanthium substerile	""	""	XX-0-BR-19891571	""	""	""	""
LN868128	""	""	Copiapoa cinerea subsp. krainziana chloroplast partial ycf1 gene for yeast cadmium factor 1, specimen voucher XX-0-BR-19720510	Copiapoa cinerea subsp. krainziana	""	""	XX-0-BR-19720510	""	""	""	""
LN868154	""	""	Copiapoa aphanes chloroplast partial ycf1 gene for yeast cadmium factor 1, specimen voucher XX-0-BR-19720862	Copiapoa aphanes	""	""	XX-0-BR-19720862	""	""	""	""
LR031498	China	""	Osmanthus yunnanensis genomic DNA containing ETS-18S-ITS1-5.8S-ITS2-26S region, specimen voucher XX-0-BR-19392003	Osmanthus yunnanensis	""	""	XX-0-BR-19392003	""	PRJEB29600	""	2013-01-01
LR031501	Portugal	""	Picconia excelsa genomic DNA containing ETS-18S-ITS1-5.8S-ITS2-26S region, specimen voucher PT-0-BR-20110182-45	Picconia excelsa	""	""	PT-0-BR-20110182-45	""	PRJEB29600	""	2013-01-01
MF124223	Viet Nam:Mun id., Nha Trang bay	12.1599998474121 N 109.309997558594 E	Bursa granularis voucher Br-NT-856 cytochrome oxidase subunit 1 (COI) gene, partial cds; mitochondrial.	Bursa granularis	""	""	Br-NT-856	""	""	""	""
MF124225	Viet Nam:Nok id., Nha Trang bay	""	Bursa granularis voucher Br-NT-855 cytochrome oxidase subunit 1 (COI) gene, partial cds; mitochondrial.	Bursa granularis	""	""	Br-NT-855	""	""	""	""
MF163992	China:Dagang	28.5400009155273 N 114.959999084473 E	Talaromyces aurantiacus voucher jxbr-08 beta-tubulin gene, partial cds.	Talaromyces aurantiacus	""	""	jxbr-08	""	""	Y. Zhang	2015-07-25
MF163993	China:Dagang	28.5400009155273 N 114.959999084473 E	Aspergillus neoniger voucher jxbr-09 beta-tubulin gene, partial cds.	Aspergillus neoniger	""	""	jxbr-09	""	""	Y. Zhang	2015-07-25
MF166988	""	""	Frailea schilinzkyana rpl32-trnL intergenic spacer, partial sequence; chloroplast.	Frailea schilinzkyana	""	""	XX-0-BR-2013064238	""	""	""	""
MF166989	""	""	Frailea mammifera subsp. angelesiae rpl32-trnL intergenic spacer, partial sequence; chloroplast.	Frailea mammifera subsp. angelesiae	""	""	XX-0-BR-2013064339	""	""	""	""
MF166992	""	""	Frailea pumila rpl32-trnL intergenic spacer, partial sequence; chloroplast.	Frailea pumila	""	""	XX-0-BR-2013064743	""	""	""	""
MF167199	""	""	Frailea mammifera subsp. angelesiae Ycf1 (ycf1) gene, partial cds; chloroplast.	Frailea mammifera subsp. angelesiae	""	""	XX-0-BR-2013064339	""	""	""	""
MF167201	""	""	Frailea pumila Ycf1 (ycf1) gene, partial cds; chloroplast.	Frailea pumila	""	""	XX-0-BR-2013064743	""	""	""	""
MF167202	""	""	Frailea schilinzkyana Ycf1 (ycf1) gene, partial cds; chloroplast.	Frailea schilinzkyana	""	""	XX-0-BR-2013064238	""	""	""	""
MF397942	""	""	Antherotoma naudinii isolate ANTHNAUD3 external transcribed spacer, partial sequence.	Antherotoma naudinii	""	""	B. Wursten 2271(BR), BR-SIL-SP-8448,Zimbabwe, Chimanimanis	""	""	""	""
MF397947	""	""	Antherotoma senegambiensis isolate ANTHSENE60 external transcribed spacer, partial sequence.	Antherotoma senegambiensis	""	""	B. Wursten 2269 (BR), BR-SIL-SP-8328,Zimbabwe	""	""	""	""
MF397965	""	""	Dupineta hensii isolate DISSHENS57 external transcribed spacer, partial sequence.	Dupineta hensii	""	""	E. Boyekoli 110 (BR), BR-SIL-SP-3226,DRC, Itindi	""	""	""	""
MF397966	""	""	Dupineta hensii isolate DISSHENS62 external transcribed spacer, partial sequence.	Dupineta hensii	""	""	E. Boyekoli 595 (BR), BR-SIL-SP-3871,DRC, Bomane, Aruwimi river	""	""	""	""
MF397981	""	""	Dissotis princeps isolate DISSPRIN6 external transcribed spacer, partial sequence.	Dissotis princeps	""	""	B. Wursten 2256 (BR), BR-SIL-SP-8385,Zimbabwe, Chimanimanis	""	""	""	""
MF397983	""	""	Dissotis pulchra isolate DISSPULC2 external transcribed spacer, partial sequence.	Dissotis pulchra	""	""	B. Wursten 2277 (BR), BR-SIL-SP-8445,Zimbabwe, Chimanimanis	""	""	""	""
MF398005	""	""	Argyrella canescens isolate HETECANE1 external transcribed spacer, partial sequence.	Argyrella canescens	""	""	B. Wursten 2880 (BR), BR-SIL-SP-8409,Zimbabwe, Chimanimanis	""	""	""	""
MF398024	""	""	Pseudosbeckia swynnertonii isolate PSEUSWYN4 external transcribed spacer, partial sequence.	Pseudosbeckia swynnertonii	""	""	B. Wursten 2235 (BR), BR-SIL-SP-8403,Mozambique, Chimanimanis	""	""	""	""
MF398036	""	""	Antherotoma naudinii isolate ANTHNAUD3 NADH dehydrogenase subunit F (ndhF) gene, partial cds; chloroplast.	Antherotoma naudinii	""	""	B. Wursten 2271(BR), BR-SIL-SP-8448,Zimbabwe, Chimanimanis	""	""	""	""
MF398041	""	""	Antherotoma senegambiensis isolate ANTHSENE60 NADH dehydrogenase subunit F (ndhF) gene, partial cds; chloroplast.	Antherotoma senegambiensis	""	""	B. Wursten 2269 (BR), BR-SIL-SP-8328,Zimbabwe	""	""	""	""
MF398063	""	""	Dupineta hensii isolate DISSHENS57 NADH dehydrogenase subunit F (ndhF) gene, partial cds; chloroplast.	Dupineta hensii	""	""	E. Boyekoli 110 (BR), BR-SIL-SP-3226,DRC, Itindi	""	""	""	""
MF398064	""	""	Dupineta hensii isolate DISSHENS62 NADH dehydrogenase subunit F (ndhF) gene, partial cds; chloroplast.	Dupineta hensii	""	""	E. Boyekoli 595 (BR), BR-SIL-SP-3871,DRC, Bomane, Aruwimi river	""	""	""	""
MF398079	""	""	Dissotis princeps isolate DISSPRIN6 NADH dehydrogenase subunit F (ndhF) gene, partial cds; chloroplast.	Dissotis princeps	""	""	B. Wursten 2256 (BR), BR-SIL-SP-8385,Zimbabwe, Chimanimanis	""	""	""	""
MF398080	""	""	Dissotis pulchra isolate DISSPULC2 NADH dehydrogenase subunit F (ndhF) gene, partial cds; chloroplast.	Dissotis pulchra	""	""	B. Wursten 2277 (BR), BR-SIL-SP-8445,Zimbabwe, Chimanimanis	""	""	""	""
MF398103	""	""	Argyrella canescens isolate HETECANE1 NADH dehydrogenase subunit F (ndhF) gene, partial cds; chloroplast.	Argyrella canescens	""	""	B. Wursten 2880 (BR), BR-SIL-SP-8409,Zimbabwe, Chimanimanis	""	""	""	""
MF398125	""	""	Pseudosbeckia swynnertonii isolate PSEUSWYN4 NADH dehydrogenase subunit F (ndhF) gene, partial cds; chloroplast.	Pseudosbeckia swynnertonii	""	""	B. Wursten 2235 (BR), BR-SIL-SP-8403,Mozambique, Chimanimanis	""	""	""	""
MF621334	Bangladesh	21.9300003051758 N 89.2099990844727 E	Macrobrachium lamarrei voucher ABR-SAU-DHAKA S1611Sb-06 cytochrome oxidase subunit I (COI) gene, partial cds; mitochondrial.	Macrobrachium lamarrei	""	""	ABR-SAU-DHAKA S1611Sb-06	""	""	Amit Kumer Neogi, Kazi Ahsan Habib	""
MF621335	Bangladesh	21.9300003051758 N 89.2099990844727 E	Metapenaeus monoceros voucher ABR-SAU-DHAKA S1602Sb-12 cytochrome oxidase subunit I (COI) gene, partial cds; mitochondrial.	Metapenaeus monoceros	""	""	ABR-SAU-DHAKA S1602Sb-12	""	""	Amit Kumer Neogi, Kazi Ahsan Habib	""
MF621336	Bangladesh	21.9300003051758 N 89.2099990844727 E	Macrobrachium sp. ABR-SAU-DHAKA Max 1-6 voucher ABR-SAU-DHAKA S1608Sb-17 cytochrome oxidase subunit I (COI) gene, partial cds; mitochondrial.	Macrobrachium sp. ABR-SAU-DHAKA Max 1-6	""	""	ABR-SAU-DHAKA S1608Sb-17	""	""	Amit Kumer Neogi, Kazi Ahsan Habib	""
MF621337	Bangladesh	21.9300003051758 N 89.2099990844727 E	Macrobrachium rosenbergii voucher ABR-SAU-DHAKA S1611Sb-03 cytochrome oxidase subunit I (COI) gene, partial cds; mitochondrial.	Macrobrachium rosenbergii	""	""	ABR-SAU-DHAKA S1611Sb-03	""	""	Amit Kumer Neogi, Kazi Ahsan Habib	""
MF621338	Bangladesh	21.9300003051758 N 89.2099990844727 E	Macrobrachium rosenbergii voucher ABR-SAU-DHAKA S1611Sb-02 cytochrome oxidase subunit I (COI) gene, partial cds; mitochondrial.	Macrobrachium rosenbergii	""	""	ABR-SAU-DHAKA S1611Sb-02	""	""	Amit Kumer Neogi, Kazi Ahsan Habib	""
MF621339	Bangladesh	21.9300003051758 N 89.2099990844727 E	Macrobrachium lamarrei voucher ABR-SAU-DHAKA S1611Sb-07 cytochrome oxidase subunit I (COI) gene, partial cds; mitochondrial.	Macrobrachium lamarrei	""	""	ABR-SAU-DHAKA S1611Sb-07	""	""	Amit Kumer Neogi, Kazi Ahsan Habib	""
MF621340	Bangladesh	21.9300003051758 N 89.2099990844727 E	Palaemon styliferus voucher ABR-SAU-DHAKA S1611Sb-10 cytochrome oxidase subunit I (COI) gene, partial cds; mitochondrial.	Palaemon styliferus	""	""	ABR-SAU-DHAKA S1611Sb-10	""	""	Amit Kumer Neogi, Kazi Ahsan Habib	""
MF621550	Bangladesh	22.2399997711182 N 89.75 E	Grammoplites scaber voucher ABR-SAU-DHAKA F1602sb-44-2 cytochrome oxidase subunit I (COI) gene, partial cds; mitochondrial.	Grammoplites scaber	""	""	ABR-SAU-DHAKA F1602sb-44-2	""	""	Amit Kumer Neogi, Kazi Ahsan Habib	""
MF621551	Bangladesh	22.2399997711182 N 89.75 E	Grammoplites scaber voucher ABR-SAU-DHAKA F1602sb-44-3 cytochrome oxidase subunit I (COI) gene, partial cds; mitochondrial.	Grammoplites scaber	""	""	ABR-SAU-DHAKA F1602sb-44-3	""	""	Amit Kumer Neogi, Kazi Ahsan Habib	""
MF621552	Bangladesh	22.2399997711182 N 89.75 E	Otolithes ruber voucher ABR-SAU-DHAKA F1602sb-46 cytochrome oxidase subunit I (COI) gene, partial cds; mitochondrial.	Otolithes ruber	""	""	ABR-SAU-DHAKA F1602sb-46	""	""	Amit Kumer Neogi, Kazi Ahsan Habib	""
MF621553	Bangladesh	22.2399997711182 N 89.75 E	Panna microdon voucher ABR-SAU-DHAKA F1602sb-49-1 cytochrome oxidase subunit I (COI) gene, partial cds; mitochondrial.	Panna microdon	""	""	ABR-SAU-DHAKA F1602sb-49-1	""	""	Amit Kumer Neogi, Kazi Ahsan Habib	""
MF621554	Bangladesh	22.2399997711182 N 89.75 E	Tenualosa ilisha voucher ABR-SAU-DHAKA F1602sb-52 cytochrome oxidase subunit I (COI) gene, partial cds; mitochondrial.	Tenualosa ilisha	""	""	ABR-SAU-DHAKA F1602sb-52	""	""	Amit Kumer Neogi, Kazi Ahsan Habib	""
MF693397	Bangladesh	21.9300003051758 N 89.2099990844727 E	Telescopium telescopium cytochrome oxidase subunit I (COI) gene, partial cds; mitochondrial.	Telescopium telescopium	""	""	ABR-SAU-DHAKA-M 1-4	""	""	Amit Kumer Neogi, Kazi Ahsan Habib	""
MF693398	Bangladesh	21.9300003051758 N 89.2099990844727 E	Tegillarca granosa cytochrome oxidase subunit I (COI) gene, partial cds; mitochondrial.	Tegillarca granosa	""	""	ABR-SAU-DHAKA-M 1-4	""	""	Amit Kumer Neogi, Kazi Ahsan Habib	""
MF693399	Bangladesh	21.9300003051758 N 89.2099990844727 E	Babylonia japonica cytochrome oxidase subunit I (COI) gene, partial cds; mitochondrial.	Babylonia japonica	""	""	ABR-SAU-DHAKA-M 1-4	""	""	Amit Kumer Neogi, Kazi Ahsan Habib	""
MF693400	Bangladesh	21.9300003051758 N 89.2099990844727 E	Bufonaria rana cytochrome oxidase subunit I (COI) gene, partial cds; mitochondrial.	Bufonaria rana	""	""	ABR-SAU-DHAKA-M 1-4	""	""	Amit Kumer Neogi, Kazi Ahsan Habib	""
MF990205	South Korea:Sa-ri, Heuksando Jeollanam-do	""	Hosta yingeri voucher NIBR-VP0000632797 chloroplast, complete genome.	Hosta yingeri	""	""	NIBR-VP0000632797	""	""	""	2008-06-10
MG137045	Germany: Niedersachsen	""	Postia caesia isolate X3549 small subunit ribosomal RNA gene, partial sequence; internal transcribed spacer 1, 5.8S ribosomal RNA gene, and internal transcribed spacer 2, complete sequence; and large subunit ribosomal RNA gene, partial sequence.	Postia caesia	""	""	G. Schuster 51 (LY BR-6776)	""	""	""	""
MG263760	""	""	Frailea pumila voucher XX-0-BR-2013064743 trnH-psbA intergenic spacer region, partial sequence; chloroplast.	Frailea pumila	""	""	XX-0-BR-2013064743	""	""	""	""
MG263761	""	""	Frailea mammifera subsp. angelesiae voucher XX-0-BR-2013064339 trnH-psbA intergenic spacer region, partial sequence; chloroplast.	Frailea mammifera subsp. angelesiae	""	""	XX-0-BR-2013064339	""	""	""	""
MG263783	""	""	Blossfeldia liliputana voucher XX-0-BR-1992101023 trnS-trnG intergenic spacer region, partial sequence; chloroplast.	Blossfeldia liliputana	""	""	XX-0-BR-1992101023	""	""	""	""
MG263784	""	""	Parodia comarapana voucher XX-0-BR-19841122 trnS-trnG intergenic spacer region, partial sequence; chloroplast.	Parodia comarapana	""	""	XX-0-BR-19841122	""	""	""	""
MG263785	""	""	Parodia stuemeri voucher XX-0-BR-19841128 trnS-trnG intergenic spacer region, partial sequence; chloroplast.	Parodia stuemeri	""	""	XX-0-BR-19841128	""	""	""	""
MG263787	""	""	Frailea pumila voucher XX-0-BR-2013064743 trnS-trnG intergenic spacer region, partial sequence; chloroplast.	Frailea pumila	""	""	XX-0-BR-2013064743	""	""	""	""
MG263788	""	""	Frailea mammifera subsp. angelesiae voucher XX-0-BR-2013064339 trnS-trnG intergenic spacer region, partial sequence; chloroplast.	Frailea mammifera subsp. angelesiae	""	""	XX-0-BR-2013064339	""	""	""	""
MG551543	South Korea:Seolcheon-myeon, Muju-gun,Jeollabuk-do	35.8600006103516 N 127.73999786377 E	Asarum sieboldii voucher NIBR-VP0000640510 chloroplast, complete genome.	Asarum sieboldii	""	""	NIBR-VP0000640510	""	""	""	2012-05-12
MG673594	Norway	""	Platypalpus interstinctus voucher NIBIO 15BR-01 cytochrome oxidase subunit 1 (COI) gene, partial cds; mitochondrial.	Platypalpus interstinctus	""	""	NIBIO 15BR-01	""	""	""	2015-01-01
MG673595	Norway	""	Drosophila sp. NIBIO 15BR-02 cytochrome oxidase subunit 1 (COI) gene, partial cds; mitochondrial.	Drosophila sp. NIBIO 15BR-02	""	""	NIBIO 15BR-02	""	""	""	2015-01-01
MG673596	Norway	""	Coenosia rufipalpis voucher NIBIO 15BR-03 cytochrome oxidase subunit 1 (COI) gene, partial cds; mitochondrial.	Coenosia rufipalpis	""	""	NIBIO 15BR-03	""	""	""	2015-01-01
MG673597	Norway	""	Chrysotus femoratus voucher NIBIO 15BR-04 cytochrome oxidase subunit 1 (COI) gene, partial cds; mitochondrial.	Chrysotus femoratus	""	""	NIBIO 15BR-04	""	""	""	2015-01-01
MG673598	Norway	""	Simulium reptans voucher NIBIO 15BR-05 cytochrome oxidase subunit 1 (COI) gene, partial cds; mitochondrial.	Simulium reptans	""	""	NIBIO 15BR-05	""	""	""	2015-01-01
MG673599	Norway	""	Botanophila fugax voucher NIBIO 15BR-06 cytochrome oxidase subunit 1 (COI) gene, partial cds; mitochondrial.	Botanophila fugax	""	""	NIBIO 15BR-06	""	""	""	2015-01-01
MG673600	Norway	""	Botanophila fugax voucher NIBIO 15BR-07 cytochrome oxidase subunit 1 (COI) gene, partial cds; mitochondrial.	Botanophila fugax	""	""	NIBIO 15BR-07	""	""	""	2015-01-01
